date,open,high,low,close,volume
2024-03-01,2043.10,2086.90,2041.80,2086.90,1210
2024-03-04,2083.60,2119.80,2080.70,2117.70,805
2024-03-05,2114.90,2133.50,2111.40,2133.50,1287
2024-03-06,2125.50,2150.30,2125.50,2150.30,443
2024-03-07,2147.00,2163.00,2147.00,2158.00,152
2024-03-08,2167.30,2194.90,2166.30,2178.60,259
2024-03-11,2181.00,2184.00,2177.20,2182.50,738
2024-03-12,2182.50,2182.70,2160.40,2160.40,550
2024-03-13,2162.50,2175.40,2162.50,2175.40,20
2024-03-14,2163.00,2163.00,2162.30,2163.00,515
2024-03-15,2161.70,2161.70,2157.30,2157.30,100
2024-03-18,2146.20,2160.70,2146.20,2160.70,21
2024-03-19,2156.10,2156.30,2156.10,2156.30,12
2024-03-20,2157.30,2185.90,2150.90,2157.90,17
2024-03-21,2207.00,2211.60,2182.40,2182.40,63
2024-03-22,2179.20,2179.60,2157.50,2158.10,19
2024-03-25,2166.20,2179.40,2166.20,2174.80,79
2024-03-26,2182.70,2182.70,2175.60,2175.60,202373
2024-03-27,2179.40,2196.20,2172.10,2190.60,31200
2024-03-28,2193.60,2234.10,2187.10,2217.40,2040
2024-04-01,2235.70,2264.20,2230.00,2236.50,400
2024-04-02,2252.00,2279.20,2247.60,2261.00,435
2024-04-03,2281.70,2298.80,2267.90,2294.40,285
2024-04-04,2301.70,2302.90,2280.00,2288.80,251
2024-04-05,2289.20,2328.40,2267.40,2325.70,344
2024-04-08,2325.60,2341.80,2319.00,2331.70,202
